-0.239225, -4.36225, -0.3156, 23.1379, 0.954088, 2.16203, -0.241943, 0, 0, 0, 0, 0, 0, 0
-0.215422, -4.20753, -0.3156, 23.0387, 0.977892, 2.18218, -0.261169, 0.0358075, -0.168255, -0.112051, -0.0355436, 0.0349722, 0.0367275, 0.0016325
-0.116239, -3.97742, -0.442553, 22.8879, 0.942186, 2.18218, -0.235534, -0.0583522, -0.240849, -0.146346, -0.0263728, 0.164008, 0.0550441, -0.00207185
-0.068632, -3.77509, -0.565539, 22.7134, 0.91289, 2.20781, -0.222717, -0.0485128, -0.22871, -0.203121, -0.0171073, 0.189433, 0.0558769, 0.00215725
0.0543538, -3.62037, -0.59331, 22.4634, 0.91289, 2.18859, -0.241943, -0.0202097, -0.191421, -0.260187, -0.0198258, 0.170254, 0.0585731, 0.00634945
0.0543538, -3.57276, -0.59331, 22.3127, 0.923876, 2.15563, -0.209899, 0.0480794, -0.108085, -0.265867, -0.0544636, 0.146235, 0.0454496, 0.00305889
0.0543538, -3.52119, -0.59331, 22.2135, 0.935778, 2.09612, -0.248351, 0.0679948, -0.0593027, -0.236238, -0.0532559, 0.126582, 0.0222918, 0.00827355
0.0305501, -3.57276, -0.617113, 22.1381, 0.935778, 1.99632, -0.197997, 0.0666026, -0.0231325, -0.196456, -0.0128993, 0.110879, -0.0117052, 0.000972467
0.0543538, -3.54499, -0.617113, 22.0389, 0.935778, 1.93041, -0.18518, 0.0457652, -0.0406272, -0.16804, 0.0542124, 0.0929882, -0.0607624, 0.00869717
0.0305501, -3.54499, -0.692492, 22.0389, 0.91289, 1.93041, -0.146728, 0.0420087, -0.0374618, -0.136964, 0.0518425, 0.0760145, -0.144781, 0.0134295
0.105929, -3.46961, -0.744067, 22.0389, 0.894579, 1.98351, -0.204406, 0.0232948, 0.0234305, -0.144016, 0.0631787, 0.0514793, -0.165517, 0.0219074
0.129732, -3.46961, -0.76787, 22.0389, 0.877184, 2.01006, -0.159545, 0.0474229, 0.142535, -0.0943688, 0.139652, 0.0285525, -0.183159, 0.0100479
0.0543538, -3.34266, -0.76787, 22.1143, 0.882677, 2.04302, -0.229125, 0.0619547, 0.242051, -0.191646, 0.17199, 0.00932583, -0.16424, 0.0135486
0.0821248, -3.41804, -0.795641, 22.1619, 0.882677, 2.03661, -0.204406, 0.0247134, 0.323302, -0.216479, 0.214363, 0.00360663, -0.12894, -0.00185839
-0.040861, -3.34266, -0.843249, 22.2611, 0.877184, 2.06316, -0.229125, 0.0190154, 0.350387, -0.219673, 0.240777, 0.00204941, -0.104665, -0.0300818
-0.116239, -3.41804, -0.843249, 22.3365, 0.894579, 2.10893, -0.197997, -0.043314, 0.427367, -0.2218, 0.279721, -0.000179182, 0.0151919, -0.0455318
-0.068632, -3.44184, -0.894823, 22.4119, 0.918383, 2.13548, -0.18518, -0.0996576, 0.387017, -0.200277, 0.307034, 0.00755688, 0.0833407, -0.0410994
-0.140043, -3.41804, -0.87102, 22.4634, 0.930285, 2.17485, -0.159545, -0.0890164, 0.384827, -0.195273, 0.326158, 0.0215066, 0.113196, -0.032604
-0.215422, -3.36646, -0.843249, 22.515, 0.906481, 2.16844, -0.159545, -0.108126, 0.422882, -0.161721, 0.328584, 0.0309177, 0.126924, -0.0204302
-0.215422, -3.31489, -0.819445, 22.5626, 0.877184, 2.16203, -0.172363, -0.13949, 0.427981, -0.119085, 0.324165, 0.0215496, 0.0234722, -0.0136685
-0.191618, -3.18793, -0.795641, 22.6142, 0.870775, 2.16844, -0.153137, -0.136767, 0.416237, -0.0795207, 0.316579, 0.00347409, -0.0315515, -0.0125039
-0.263029, -3.16413, -0.843249, 22.6618, 0.865282, 2.18859, -0.204406, -0.109717, 0.43194, -0.0459233, 0.310916, -0.00631839, -0.0538637, -0.00679226
-0.286833, -3.11256, -0.76787, 22.638, 0.865282, 2.18218, -0.178771, -0.120875, 0.407414, -0.0521872, 0.305556, -0.010717, -0.101164, -0.0150854
-0.43759, -3.13636, -0.76787, 22.7134, 0.877184, 2.19499, -0.204406, -0.124134, 0.381338, -0.0165908, 0.268352, -0.010036, -0.163405, -0.0386188
-0.386015, -3.16413, -0.744067, 22.7372, 0.859789, 2.2014, -0.165954, -0.183639, 0.322552, -0.00318026, 0.269701, -0.00216551, -0.174019, -0.0514275
-0.413786, -3.18793, -0.744067, 22.765, 0.865282, 2.2014, -0.146728, -0.224279, 0.316659, 0.0106132, 0.263577, -0.00521082, -0.162411, -0.0437231
-0.509001, -3.16413, -0.716296, 22.7888, 0.835985, 2.2014, -0.159545, -0.295308, 0.278737, 0.0118529, 0.378158, -0.00234308, -0.144053, -0.0322868
-0.413786, -3.16413, -0.692492, 22.7888, 0.841478, 2.2014, -0.127502, -0.403216, 0.253417, 0.0208058, 0.416468, -0.0126967, -0.124241, -0.0547168
-0.386015, -3.18793, -0.668688, 22.765, 0.841478, 2.22795, -0.159545, -0.368358, 0.224648, 0.0300997, 0.40533, -0.0119491, -0.105635, -0.0531016
-0.43759, -3.16413, -0.640917, 22.765, 0.847887, 2.22154, -0.172363, -0.30794, 0.186488, 0.0384864, 0.363862, -0.00914871, -0.0797497, -0.0550018
-0.461393, -3.2157, -0.59331, 22.7372, 0.85338, 2.23436, -0.178771, -0.279882, 0.234018, 0.0474115, 0.325632, 0.0509063, -0.0658066, -0.0533643
-0.509001, -3.23951, -0.49016, 22.765, 0.877184, 2.24169, -0.178771, -0.25412, 0.218526, 0.0648589, 0.280461, 0.0768355, -0.051362, -0.0486747
-0.461393, -3.29108, -0.466357, 22.765, 0.870775, 2.20781, -0.216308, -0.242582, 0.249326, 0.109781, 0.26367, 0.0927075, -0.0404371, -0.0416317
-0.461393, -3.31489, -0.442553, 22.6896, 0.865282, 2.2014, -0.172363, -0.193651, 0.227933, 0.124143, 0.248362, 0.0882826, -0.0472991, -0.0424161
-0.386015, -3.39423, -0.390978, 22.6896, 0.870775, 2.18218, -0.209899, -0.156856, 0.260596, 0.124108, 0.200975, 0.0758288, -0.0506764, -0.0285078
-0.362211, -3.46961, -0.390978, 22.6896, 0.859789, 2.1483, -0.159545, -0.0939485, 0.289734, 0.131256, 0.182603, 0.0660131, -0.0571292, -0.0550662
-0.286833, -3.49341, -0.363207, 22.638, 0.865282, 2.14189, -0.133911, -0.0517473, 0.257133, 0.116076, 0.179108, 0.0509579, -0.06943, -0.0507828
-0.215422, -3.54499, -0.287829, 22.638, 0.85338, 2.12908, -0.153137, 0.00108454, 0.224682, 0.106854, 0.158871, 0.0426288, -0.0727474, -0.0390752
-0.215422, -3.54499, -0.164843, 22.6142, 0.85338, 2.13548, -0.146728, 0.0502454, 0.243135, 0.123728, 0.159159, 0.0302999, -0.0746509, -0.0350392
-0.163847, -3.59656, -0.137072, 22.5626, 0.85338, 2.12267, -0.172363, 0.0587399, 0.306158, 0.172293, 0.157699, 0.0229568, -0.0688832, -0.0287622
-0.140043, -3.52119, -0.113268, 22.5388, 0.859789, 2.15563, -0.178771, 0.0587399, 0.306158, 0.172293, 0.157699, 0.0229568, -0.0688832, -0.0287622
-0.0170573, -3.54499, -0.113268, 22.5388, 0.859789, 2.16844, -0.191589, 0.0674655, 0.370073, 0.169465, 0.148781, 0.0212467, -0.0533806, -0.0275025
0.105929, -3.52119, -0.113268, 22.515, 0.882677, 2.15563, -0.159545, 0.114947, 0.367609, 0.147305, 0.158887, 0.01918, -0.041529, -0.0268629
0.105929, -3.54499, -0.0616935, 22.515, 0.889086, 2.14189, -0.172363, 0.173038, 0.417783, 0.120088, 0.165558, 0.0272446, -0.0424025, -0.0168167
0.205111, -3.59656, -0.0854972, 22.4872, 0.91289, 2.10893, -0.133911, 0.171241, 0.463939, 0.118399, 0.182222, 0.0312235, -0.0489074, -0.0137994
0.205111, -3.54499, -0.0378898, 22.4634, 0.918383, 2.10893, -0.127502, 0.191574, 0.432142, 0.0929076, 0.189154, 0.0406594, -0.0641265, -0.0028865
0.328097, -3.46961, 0.0136849, 22.4634, 0.954088, 2.13548, -0.121093, 0.173036, 0.417349, 0.0935523, 0.19423, 0.0434426, -0.0694707, 0.00299522
0.3519, -3.36646, 0.0652596, 22.4396, 0.935778, 2.13548, -0.121093, 0.198329, 0.420608, 0.107544, 0.21025, 0.0563242, -0.0606258, 0.00610215
0.423311, -3.29108, 0.0890633, 22.4634, 0.94768, 2.14189, -0.121093, 0.192565, 0.44218, 0.125346, 0.218431, 0.0480275, -0.0571431, 0.00631804
0.474886, -3.29108, 0.0652596, 22.4872, 0.930285, 2.1483, -0.18518, 0.197206, 0.455613, 0.130168, 0.246077, 0.0453195, -0.100341, 0.00528185
0.451082, -3.2157, 0.0652596, 22.4396, 0.923876, 2.13548, -0.159545, 0.196626, 0.428327, 0.106742, 0.28029, 0.0324064, -0.115201, -0.00997352
0.546297, -3.18793, 0.0374886, 22.4634, 0.930285, 2.14189, -0.172363, 0.280881, 0.422617, 0.0857272, 0.280856, 0.021737, -0.122785, -0.0096894
0.546297, -3.13636, 0.0890633, 22.4872, 0.930285, 2.14189, -0.178771, 0.333348, 0.404874, 0.0553851, 0.301648, 0.0189649, -0.119177, -0.0114377
0.522493, -3.13636, 0.0890633, 22.4872, 0.942186, 2.16844, -0.101867, 0.318859, 0.45704, 0.0620813, 0.330374, 0.0169873, -0.113458, -0.0123867
