0.00119765, 0.0001311, -0.000297229, -0.000416381, 0.000112715, 0.000290173, 7.12524e-05, 
-0.000407992, -0.00111903, -0.000198152, 0.000928838, 0.000312502, -7.78189e-05, -0.0011732, 
-0.000271995, 0.000460409, 0.000517512, 0.00293928, -2.90242e-05, 0.000219388, -0.00152812, 
0.000375482, -0.000899487, 0.000345008, 0.000861379, 0.00042146, 0.000146259, -3.54022e-05, 
-0.000863303, 4.99561e-05, 0.000230005, 0.00154223, -0.000159836, -0.000173762, -0.000769587, 
-0.000575535, 3.3304e-05, 0.000153337, 0.000849318, -0.000106557, 0.000630144, 0.000741554, 
0.000729934, 2.22027e-05, 0.000659037, -0.000124727, 0.000166321, -0.000325889, 0.000731728, 
-0.00127662, -0.000634812, -0.000767068, -0.0025966, 0.00011088, -0.000217259, -2.08076e-05, 
0.00156177, -0.000423208, 0.000138235, -0.00236332, -0.000366889, -0.00014484, -1.38717e-05, 
-0.000165243, -0.000282139, 9.21568e-05, -0.000425708, 0.000196217, -9.65597e-05, 0.001008, 
-0.000110162, 0.00157515, -0.000588176, -0.0027391, 0.000130811, -0.000301732, 0.000163377, 
-7.34412e-05, -0.000713141, 0.000257497, -0.000651467, 0.000290658, -0.000201155, 0.000346277, 
-4.89608e-05, -0.00103224, -0.00047795, -0.00101499, -0.000247038, 0.000103256, -0.000515134, 
0.00117379, -0.000688159, -0.000875445, -0.00190099, -0.000368142, 6.88372e-05, -0.00156413, 
0.00013291, 9.8039e-05, -2.6818e-05, -0.00183757, 0.000195381, 4.58915e-05, 0.000177953, 
-0.00102502, 6.53593e-05, 0.000631735, -0.00188473, -0.000514006, -0.000444124, 0.000118635, 
-0.00133296, 0.000693187, -0.000228457, -0.00237766, -0.00013922, -5.87234e-05, 0.000350357, 
0.000317787, -0.000744301, -0.000152305, -0.00224039, 0.000110637, 0.00019821, -0.000749773, 
-0.000344954, -0.000496201, 0.000548077, -0.000848227, -0.000129692, 0.00013214, 0.000720855, 
0.000326842, 0.000875625, -0.000284229, -1.18591e-05, -0.000289912, -0.000386625, -0.00124876, 
0.000217895, -6.58637e-05, 0.000460128, -0.000567108, 1.01758e-05, -2.03908e-05, -0.00032388, 
0.000702075, 0.00116252, 0.000306752, -0.00102948, 0.000210234, -0.000250953, 0.00100478, 
-0.000645574, -0.000431415, 0.000204501, -0.000687663, -6.32943e-05, 0.000578683, 0.00141584, 
0.000126429, -0.00028761, -0.00051328, -0.00045945, -0.000245647, -0.000122837, 0.000435267, 
-0.00112214, 0.00101469, 0.000307427, -0.000307056, 3.96861e-05, -8.18916e-05, -0.00018454, 
-9.84791e-05, 0.000676457, 0.000761764, -0.000762083, 2.64574e-05, -0.000291953, 0.000114333, 
0.000491159, -0.00010584, -4.89696e-05, -0.000508481, -0.000185812, 0.00055135, -0.000669764, 
0.000327439, 0.000486252, -3.26464e-05, 0.000217506, 7.95757e-05, 9.62991e-05, 0.000536835, 
0.000775105, 0.00088098, -0.000671378, -0.000412047, -0.0001504, -0.00017316, -0.000388095, 
