0, -0.000126806, -0.785443, -5.19443e-05, -2.35626, 0.000396764, 1.57124, 0.785687, 
0.001, -0.000125293, -0.785441, -5.19443e-05, -2.35627, 0.000396052, 1.57124, 0.785687, 
0.001, -0.000121727, -0.78544, -4.8325e-05, -2.35627, 0.000395815, 1.57124, 0.785692, 
0.001, -0.000128983, -0.785444, -4.99954e-05, -2.35626, 0.000395126, 1.57124, 0.785687, 
0.001, -0.000128989, -0.785439, -4.99954e-05, -2.35627, 0.000398295, 1.57124, 0.785692, 
0.001, -0.000127042, -0.785443, -5.19443e-05, -2.35627, 0.000398029, 1.57124, 0.78569, 
0.001, -0.000125372, -0.785439, -4.61945e-05, -2.35627, 0.00039694, 1.57124, 0.785688, 
0.001, -0.000128531, -0.785444, -4.91036e-05, -2.35627, 0.000397789, 1.57123, 0.785689, 
0.001, -0.000126151, -0.785439, -4.88669e-05, -2.35627, 0.000400234, 1.57124, 0.785695, 
0.001, -0.000118494, -0.785439, -4.66574e-05, -2.35626, 0.000411017, 1.57125, 0.785708, 
0.001, -0.000122994, -0.785438, -4.75914e-05, -2.35626, 0.00043132, 1.57126, 0.785726, 
0.001, -0.000123942, -0.785438, -4.52153e-05, -2.35626, 0.000461687, 1.57128, 0.785753, 
0.001, -0.000125093, -0.785439, -4.59121e-05, -2.35626, 0.000503301, 1.57132, 0.785789, 
0.001, -0.000126497, -0.78544, -4.66083e-05, -2.35627, 0.000559718, 1.57137, 0.785851, 
0.001, -0.000128539, -0.785445, -4.24827e-05, -2.35626, 0.000631258, 1.57145, 0.78593, 
0.001, -0.000125419, -0.785442, -4.16642e-05, -2.35627, 0.000725514, 1.57154, 0.786031, 
0.001, -0.000132356, -0.78544, -4.30619e-05, -2.35628, 0.000839108, 1.57165, 0.786146, 
0.001, -0.000136246, -0.785442, -4.65902e-05, -2.35628, 0.000977034, 1.57178, 0.786288, 
0.001, -0.000136429, -0.785441, -4.82303e-05, -2.35629, 0.0011364, 1.57193, 0.78644, 
0.001, -0.000140109, -0.785439, -5.01691e-05, -2.35629, 0.00131236, 1.57211, 0.786621, 
0.001, -0.000143749, -0.785433, -5.01657e-05, -2.3563, 0.00151063, 1.57231, 0.786825, 
0.001, -0.000145426, -0.785439, -5.1835e-05, -2.35631, 0.00172522, 1.57253, 0.787046, 
0.001, -0.000149047, -0.785435, -5.75845e-05, -2.35632, 0.00195645, 1.57276, 0.787285, 
0.001, -0.000151179, -0.785435, -5.97832e-05, -2.35632, 0.00220884, 1.573, 0.787553, 
0.001, -0.000151889, -0.785433, -6.14403e-05, -2.35633, 0.00246535, 1.57326, 0.787831, 
0.001, -0.000155467, -0.785434, -6.19926e-05, -2.35634, 0.00274818, 1.57354, 0.788133, 
0.001, -0.000162966, -0.785431, -6.02279e-05, -2.35634, 0.00304889, 1.57384, 0.788445, 
0.001, -0.000163702, -0.785427, -6.22381e-05, -2.35635, 0.00337775, 1.57416, 0.788777, 
0.001, -0.000158476, -0.785426, -6.60595e-05, -2.35635, 0.00371622, 1.57449, 0.789126, 
0.001, -0.000166939, -0.785423, -7.03958e-05, -2.35635, 0.00405861, 1.57484, 0.789484, 
0.001, -0.000165769, -0.785421, -7.59245e-05, -2.35636, 0.00442488, 1.57521, 0.789859, 
0.001, -0.000168067, -0.785419, -7.60042e-05, -2.35636, 0.00481352, 1.57559, 0.790241, 
0.001, -0.000172173, -0.785416, -7.81613e-05, -2.35637, 0.00521473, 1.57599, 0.790647, 
0.001, -0.000172429, -0.785412, -7.88803e-05, -2.35637, 0.00563864, 1.5764, 0.791075, 
0.001, -0.000167224, -0.785409, -8.31993e-05, -2.35637, 0.00607131, 1.57682, 0.791497, 
0.001, -0.000165582, -0.785403, -8.25007e-05, -2.35637, 0.00651996, 1.57727, 0.791948, 
0.001, -0.000161972, -0.785401, -8.51446e-05, -2.35637, 0.00698686, 1.57771, 0.792401, 
0.001, -0.000161975, -0.785393, -8.37987e-05, -2.35637, 0.00746556, 1.57818, 0.792877, 
0.001, -0.000158635, -0.785392, -8.55773e-05, -2.35637, 0.00796218, 1.57866, 0.793382, 
0.001, -0.000156687, -0.785387, -9.13632e-05, -2.35637, 0.0084741, 1.57915, 0.793873, 
0.001, -0.000160306, -0.785383, -9.04149e-05, -2.35637, 0.00899109, 1.57967, 0.794394, 
0.001, -0.000161977, -0.785383, -9.23261e-05, -2.35636, 0.00952642, 1.5802, 0.794932, 
0.001, -0.000156687, -0.785373, -9.40768e-05, -2.35636, 0.0100641, 1.58074, 0.79547, 
0.001, -0.000153346, -0.785372, -9.45636e-05, -2.35636, 0.0106267, 1.58129, 0.796044, 
0.001, -0.000149727, -0.785364, -9.16634e-05, -2.35636, 0.0111845, 1.58187, 0.796617, 
0.001, -0.000149727, -0.785367, -9.19031e-05, -2.35635, 0.0117654, 1.58246, 0.797211, 
0.001, -0.000148056, -0.785363, -8.88239e-05, -2.35635, 0.012359, 1.58307, 0.797815, 
0.001, -0.000146108, -0.78536, -9.00208e-05, -2.35635, 0.0129545, 1.58368, 0.798429, 
0.001, -0.000140636, -0.785356, -8.68972e-05, -2.35635, 0.0135762, 1.58432, 0.799061, 
0.001, -0.000139926, -0.785352, -8.84544e-05, -2.35634, 0.0142108, 1.58496, 0.799694, 
0.001, -0.000139689, -0.785353, -8.63751e-05, -2.35634, 0.0148493, 1.58563, 0.800354, 
0.001, -0.000142951, -0.785349, -8.46611e-05, -2.35633, 0.0155154, 1.5863, 0.801025, 
0.001, -0.000142925, -0.78535, -8.82659e-05, -2.35633, 0.0161831, 1.58699, 0.801698, 
0.001, -0.000137626, -0.78535, -8.63122e-05, -2.35633, 0.0168739, 1.58769, 0.802389, 
0.001, -0.000139572, -0.785353, -8.31514e-05, -2.35633, 0.0175816, 1.58841, 0.803106, 
0.001, -0.000139571, -0.785353, -8.55315e-05, -2.35632, 0.018303, 1.58914, 0.803809, 
