0.959741, -1.41466, 0.293674, 17.9831, 0.751712, 1.61347, -0.00730025
-0.650957, -4.34088, -1.18916, 20.2979, 0.716427, 1.82406, 0.0069178
0.322638, -0.687631, -0.0550615, 19.174, 0.758859, 1.791, -0.00550373
0.231114, -2.4889, -0.495538, 17.7087, 0.702751, 1.54336, 0.0023564
-0.601541, -0.758865, -1.29091, 18.4618, 0.684902, 1.68406, 0.000372331
0.0941459, -1.40047, -0.610521, 18.0648, 0.709105, 1.63395, 0.0015101
0.776462, -1.172, 0.309681, 17.6816, 0.742394, 1.56252, -0.00714822
-1.42547, -1.19822, -2.64147, 17.0092, 0.59169, 1.48447, 0.0094045
1.58048, -1.61665, 1.22212, 18.5613, 0.799552, 1.68605, -0.012562
-0.766157, -2.70057, -1.40202, 19.9838, 0.718432, 1.83322, 0.00917966
-0.244434, 2.33241, -1.23943, 15.5973, 0.641614, 1.39307, -0.00548
0.355787, -6.32792, 0.111907, 21.524, 0.794149, 1.94244, 0.00459578
-0.286393, -1.9891, -1.2884, 18.4554, 0.686779, 1.65908, 0.00175195
0.377159, -0.720976, -0.520148, 17.6225, 0.711351, 1.57922, -0.00494968
-0.114643, -0.675317, -0.347317, 18.1114, 0.716545, 1.64658, 0.000619583
-0.260595, -1.75836, -0.562382, 18.4474, 0.698497, 1.65652, -0.00126672
-0.466236, -0.550558, -1.5293, 17.8195, 0.677564, 1.61296, 0.00383742
0.763039, -3.93186, 0.0944094, 19.5082, 0.767371, 1.74393, -0.00206914
-0.0269962, -2.23333, -0.35131, 19.455, 0.742519, 1.78127, 0.00129772
-0.0410948, -0.224691, -1.15749, 18.3269, 0.712774, 1.67368, -0.00357026
0.255131, -2.81984, -0.0273765, 18.6788, 0.730955, 1.67016, 0.000643114
0.147623, 0.303821, -0.626799, 17.4203, 0.709741, 1.57797, -0.00214206
-0.628951, -4.2858, -1.25902, 19.813, 0.697462, 1.7842, 0.00901791
0.0509986, -1.63767, -0.988596, 18.5625, 0.716467, 1.66517, -0.00113622
-0.218215, 0.0246946, -0.462265, 17.873, 0.70264, 1.63426, -0.00319748
0.626193, -1.97904, 0.146805, 18.3436, 0.74385, 1.63992, -0.00426528
-0.0625181, -3.04987, -1.12132, 19.2669, 0.715186, 1.74384, 0.00340589
-0.0665321, -1.31502, -0.734515, 18.7117, 0.727013, 1.69895, 0.00151374
-0.059096, -0.782271, -1.04272, 17.7767, 0.692101, 1.59314, -0.00182257
0.675569, -3.44788, 0.976847, 19.5754, 0.775037, 1.77204, -0.00612872
-0.679593, -2.13634, -2.05603, 18.335, 0.670395, 1.62227, 0.00905313
-0.281886, -1.3566, -1.25776, 19.761, 0.736462, 1.85266, 0.00323475
0.320584, 0.608578, 0.119562, 15.8702, 0.673336, 1.38728, -0.0080251
-0.536932, -3.8505, -1.52214, 20.8151, 0.742535, 1.90514, 0.0100582
0.648709, -3.31453, 0.416353, 17.8883, 0.719578, 1.55178, -0.00369766
-0.302559, -2.59435, -0.980472, 19.3484, 0.714935, 1.75235, 0.000822357
-0.2371, -0.0328406, -1.26406, 17.776, 0.692772, 1.61541, 0.00162898
0.815938, 0.913208, 0.749903, 17.4471, 0.749873, 1.62398, -0.00994531
-0.374252, -4.52168, -1.404, 19.9505, 0.715786, 1.77388, 0.00795279
-0.538673, -0.790738, -1.47076, 17.3508, 0.65586, 1.53544, 0.00187884
0.606039, 0.282048, 0.570244, 18.1497, 0.758064, 1.67976, -0.0093286
-0.262906, -3.87184, -1.27547, 19.0268, 0.699938, 1.67005, 0.00595523
-0.000767045, -2.54065, -0.385888, 19.5765, 0.73927, 1.78521, -0.00188193
-0.189083, -0.850966, -1.19639, 17.399, 0.679361, 1.55284, 0.00412703
-0.682802, -2.62582, -1.56918, 18.9731, 0.68708, 1.69081, 0.0058901
1.5787, -1.61567, 1.22605, 18.5602, 0.797768, 1.69577, -0.0120726
-0.478953, 0.149422, -1.47723, 17.7915, 0.67812, 1.62107, 0.00058216
0.212455, -3.63518, -0.0286047, 19.7477, 0.751077, 1.79773, 0.00154578
-0.379304, -1.70474, -0.741435, 17.7011, 0.675479, 1.55298, 0.000213591
0.484674, -0.231871, -0.388128, 18.3433, 0.752046, 1.68374, -0.00213138
-0.607759, -4.05683, -1.53109, 18.9488, 0.672218, 1.67509, 0.00907282
-0.21936, -0.399219, -1.19838, 18.7334, 0.717682, 1.72037, -0.00139189
0.368969, -2.64621, -0.177836, 18.8253, 0.740026, 1.68685, -0.000672293
0.253931, -2.37033, -0.000357632, 18.7383, 0.733177, 1.68965, -0.00149045
-0.0862883, -1.72614, -0.799342, 18.8505, 0.717615, 1.71487, -0.000662537
-0.790283, -2.67778, -1.71609, 18.4175, 0.666164, 1.62348, 0.00930773
0.935845, 1.36888, 0.584899, 16.6154, 0.729017, 1.50555, -0.0150063
-0.341207, -3.36233, -1.01695, 19.7575, 0.720779, 1.79503, 0.00503818
-0.0236921, -0.268959, -0.445724, 17.6241, 0.701689, 1.59011, -0.00276672
-0.487947, -2.64944, -1.5187, 19.5947, 0.713846, 1.77002, 0.00476138
0.702302, -3.16678, -0.312951, 18.7556, 0.749401, 1.67325, 0.00239361
0.192065, -1.19506, -0.0624999, 18.9689, 0.740363, 1.75018, -0.00592664
-0.396407, 1.32203, -1.0709, 16.1069, 0.663101, 1.44494, 0.010244
0.479285, -6.51679, 0.075777, 21.2671, 0.782963, 1.90251, 0.000361474
-0.0847098, 0.253598, -1.14241, 17.3337, 0.688231, 1.56353, -0.00196926
-0.680685, 0.679333, -1.6308, 17.8814, 0.673011, 1.64896, 0.000263735
0.128687, -2.53514, -0.0506666, 18.1774, 0.708667, 1.60831, -0.00243901
0.813527, -4.52433, 0.342569, 20.3828, 0.796156, 1.83355, -0.00212348
-0.721264, 1.22177, -1.72609, 16.6524, 0.634292, 1.51216, -0.000480393
0.260652, -2.84096, -0.128592, 19.6775, 0.760508, 1.78395, -0.00206033
-0.00873869, -3.11418, -1.03163, 19.306, 0.71872, 1.7328, 0.00177613
-0.129518, 1.05618, -0.17463, 16.5616, 0.683529, 1.49998, -0.00247361
0.0040591, -4.02214, -0.793131, 19.5149, 0.727192, 1.72686, 0.00219137
0.00940617, -0.595937, -1.06347, 18.1423, 0.704673, 1.6548, -0.00203177
-0.469387, -2.53817, -1.33031, 18.6334, 0.684528, 1.66911, 0.00549123
0.387411, -2.32095, -0.220159, 19.4551, 0.764281, 1.77023, -0.0009011
0.292112, -0.215168, -0.331207, 17.4818, 0.708887, 1.5809, -0.00491803
-0.364993, -2.31989, -0.9484, 19.0814, 0.713388, 1.72586, 0.00481501
-0.451481, -1.10507, -1.35475, 17.5533, 0.668424, 1.55009, 0.00256182
0.198423, -2.01979, -0.0169645, 18.7594, 0.725938, 1.69879, -0.00615092
0.61432, -3.22768, -0.126967, 19.5708, 0.773815, 1.77653, 0.00317732
-0.590641, -1.20336, -1.57231, 18.9379, 0.69505, 1.73909, 0.00343739
0.352224, -0.88307, -0.224911, 17.2178, 0.700497, 1.51616, -0.00571433
0.258095, -1.62321, -0.0219077, 18.271, 0.726523, 1.65509, -0.00138718
-0.574125, -1.90973, -1.57933, 18.692, 0.691176, 1.66811, 0.00421629
1.11048, -3.20292, 1.03176, 19.4874, 0.796521, 1.76326, -0.00703945
-1.26706, 0.671799, -2.27543, 17.2307, 0.620082, 1.57008, 0.00491556
0.922784, -3.96849, 0.182922, 19.4802, 0.77573, 1.73341, -0.00191423
-0.923692, -0.520849, -1.85198, 18.087, 0.664306, 1.63799, 0.00489841
-0.0831228, -2.8445, -0.619492, 19.028, 0.716811, 1.71333, 0.00200504
0.927147, 1.23215, 0.574055, 16.3611, 0.721844, 1.47554, -0.013311
-0.103513, -4.9252, -1.14777, 20.7686, 0.750539, 1.87588, 0.00857321
-0.85723, -1.12578, -1.36738, 17.9751, 0.661337, 1.61043, 0.00403472
0.687477, -1.7167, 0.331517, 18.6388, 0.755806, 1.69841, -0.004945
-0.0363402, -2.02586, -0.785173, 19.0111, 0.726982, 1.72358, 0.00139493
